Station Offset to Points Report,,,,
,,,,
Client:,Prepared by:,,,
Client,Preparer,,,
Client Company,Your Company Name,,,
Address 1,123 Main Street,,,
Date: 7/6/2024 8:45:25 AM,,,,
,,,,
,,,,
Alignment Name: massir asli d10,,,,
Description:,,,,
"Station Range: Start: 0+000.00, End: 21+556.62",,,,
,,,,
Point,Station,Offset,Elevation,Description
3561,17+639.96,-5.847m,"1,176.105m",
3562,17+639.89,-4.451m,"1,176.128m",
3563,17+640.01,-2.686m,"1,176.079m",
3564,17+639.95,-1.029m,"1,176.036m",
3565,17+640.01,-0.455m,"1,176.028m",
3566,17+640.02,0.021m,"1,176.028m",
3567,17+640.00,0.755m,"1,176.021m",
3568,17+640.05,1.376m,"1,176.041m",
3569,17+640.04,2.016m,"1,175.949m",
3570,17+640.04,2.278m,"1,175.837m",
3571,17+640.02,2.608m,"1,175.726m",
3572,17+640.00,3.248m,"1,175.621m",
3573,17+640.00,3.604m,"1,175.600m",
3574,17+639.96,4.266m,"1,175.726m",
3575,17+640.17,5.016m,"1,175.825m",
3576,17+640.19,5.801m,"1,175.743m",
3577,17+640.01,6.358m,"1,175.768m",
3578,17+640.21,7.297m,"1,175.682m",
3579,17+639.97,8.041m,"1,175.548m",
3580,17+640.04,9.636m,"1,175.697m",
3581,17+639.86,11.309m,"1,175.729m",
3582,17+640.09,12.131m,"1,175.634m",
3583,17+639.94,12.929m,"1,175.467m",
3584,17+640.10,14.388m,"1,175.599m",
3585,17+619.98,-15.012m,"1,175.343m",
3586,17+619.95,-14.184m,"1,175.354m",
3587,17+620.06,-13.701m,"1,175.317m",
3588,17+620.05,-13.251m,"1,175.295m",
3589,17+620.04,-12.705m,"1,175.298m",
3590,17+620.10,-11.514m,"1,175.319m",
3591,17+620.26,-9.961m,"1,175.259m",
3592,17+620.06,-8.716m,"1,175.236m",
3593,17+620.12,-6.718m,"1,175.232m",
3594,17+620.29,-4.997m,"1,175.305m",
3595,17+620.01,-3.545m,"1,175.237m",
3596,17+619.84,-1.704m,"1,175.236m",
3597,17+619.94,-0.582m,"1,175.213m",
3598,17+620.01,0.017m,"1,175.223m",
3599,17+620.04,0.801m,"1,175.214m",
3600,17+619.93,1.696m,"1,175.184m",
3601,17+620.26,2.834m,"1,175.201m",
3602,17+620.01,3.363m,"1,175.196m",
3603,17+620.05,4.529m,"1,175.157m",
3604,17+620.12,5.720m,"1,175.162m",
3605,17+620.11,7.595m,"1,175.188m",
3606,17+620.11,8.805m,"1,175.166m",
3607,17+620.18,10.520m,"1,175.046m",
3608,17+619.93,11.904m,"1,175.036m",
3609,17+620.01,12.763m,"1,174.967m",
3610,17+620.04,13.003m,"1,174.883m",
3611,17+620.06,13.479m,"1,174.759m",
3612,17+620.05,14.072m,"1,174.775m",
3613,17+620.02,14.900m,"1,174.787m",
3614,17+600.01,-15.011m,"1,174.600m",
3615,17+599.94,-14.232m,"1,174.639m",
3616,17+599.95,-13.757m,"1,174.651m",
3617,17+600.00,-13.398m,"1,174.647m",
3618,17+600.00,-13.041m,"1,174.485m",
3619,17+600.10,-12.417m,"1,174.595m",
3620,17+600.05,-12.017m,"1,174.592m",
3621,17+600.07,-11.541m,"1,174.603m",
3622,17+599.95,-11.122m,"1,174.569m",
3623,17+599.96,-10.505m,"1,174.531m",
3624,17+599.97,-9.673m,"1,174.572m",
3625,17+599.94,-8.796m,"1,174.580m",
3626,17+599.99,-7.820m,"1,174.538m",
3627,17+599.85,-7.022m,"1,174.524m",
3628,17+599.77,-5.887m,"1,174.481m",
3629,17+599.86,-5.027m,"1,174.463m",
3630,17+599.92,-4.145m,"1,174.453m",
3631,17+599.91,-3.244m,"1,174.468m",
3632,17+600.17,-2.135m,"1,174.415m",
3633,17+599.94,-1.176m,"1,174.415m",
3634,17+599.96,-0.700m,"1,174.432m",
3635,17+599.96,-0.391m,"1,174.445m",
3636,17+600.03,-0.007m,"1,174.434m",
3637,17+599.96,0.724m,"1,174.389m",
3638,17+599.90,1.670m,"1,174.375m",
3639,17+599.99,2.032m,"1,174.372m",
3640,17+600.16,2.779m,"1,174.396m",
3641,17+599.94,3.500m,"1,174.375m",
3642,17+599.89,4.351m,"1,174.324m",
3643,17+599.99,5.331m,"1,174.248m",
3644,17+600.00,6.257m,"1,174.234m",
3645,17+599.84,6.888m,"1,174.236m",
3646,17+599.74,7.736m,"1,174.206m",
3647,17+600.01,8.608m,"1,174.215m",
3648,17+600.15,9.424m,"1,174.243m",
3649,17+600.08,10.061m,"1,174.258m",
3650,17+600.16,10.707m,"1,174.302m",
3651,17+599.99,11.883m,"1,174.262m",
3652,17+599.96,12.664m,"1,174.235m",
3653,17+600.01,13.736m,"1,174.276m",
3654,17+600.05,14.949m,"1,174.281m",
3655,17+589.17,-15.100m,"1,174.025m",
3656,17+589.35,-14.183m,"1,174.042m",
3657,17+589.30,-12.949m,"1,174.110m",
3658,17+589.31,-12.164m,"1,174.146m",
3659,17+589.14,-11.511m,"1,174.143m",
3660,17+589.16,-10.333m,"1,174.119m",
3661,17+589.42,-9.260m,"1,174.159m",
3662,17+589.38,-8.147m,"1,174.147m",
3663,17+589.27,-7.942m,"1,174.144m",
3664,17+589.23,-7.221m,"1,174.183m",
3665,17+589.08,-6.417m,"1,174.082m",
3666,17+589.08,-4.938m,"1,174.083m",
3667,17+588.93,-4.133m,"1,174.045m",
3668,17+588.98,-3.497m,"1,174.062m",
3669,17+589.15,-2.400m,"1,173.965m",
3670,17+589.05,-1.743m,"1,173.989m",
3671,17+589.11,-1.346m,"1,173.927m",
3672,17+588.91,-0.937m,"1,173.966m",
3673,17+588.78,0.080m,"1,173.944m",
3674,17+588.71,1.554m,"1,174.000m",
3675,17+588.92,2.503m,"1,173.997m",
3676,17+588.84,3.252m,"1,173.990m",
3677,17+588.95,4.406m,"1,173.959m",
3678,17+588.68,4.751m,"1,173.948m",
3679,17+588.75,5.539m,"1,173.937m",
3680,17+588.75,5.992m,"1,173.908m",
3681,17+588.78,7.049m,"1,173.959m",
3682,17+588.83,8.139m,"1,173.936m",
3683,17+588.72,9.308m,"1,173.882m",
3684,17+589.14,11.599m,"1,173.850m",
3685,17+589.04,12.196m,"1,173.829m",
3686,17+589.20,12.961m,"1,173.883m",
3687,17+589.37,14.117m,"1,173.889m",
3688,17+589.48,15.271m,"1,173.843m",
3689,17+580.08,-14.925m,"1,173.826m",
3690,17+580.01,-14.644m,"1,173.804m",
3691,17+580.06,-14.238m,"1,173.753m",
3692,17+580.00,-13.790m,"1,173.772m",
3693,17+579.97,-13.223m,"1,173.764m",
3694,17+580.12,-12.643m,"1,173.728m",
3695,17+580.09,-12.265m,"1,173.724m",
3696,17+579.98,-11.987m,"1,173.670m",
3697,17+580.07,-11.625m,"1,173.612m",
3698,17+579.93,-11.231m,"1,173.624m",
3699,17+579.88,-10.475m,"1,173.582m",
3700,17+580.03,-9.491m,"1,173.559m",
3701,17+579.95,-8.666m,"1,173.779m",
3702,17+579.92,-8.240m,"1,173.853m",
3703,17+579.96,-7.692m,"1,173.794m",
3704,17+579.86,-7.248m,"1,173.747m",
3705,17+579.89,-6.960m,"1,173.770m",
3706,17+579.95,-6.435m,"1,173.737m",
3707,17+580.00,-6.122m,"1,173.738m",
3708,17+580.04,-5.218m,"1,173.716m",
3709,17+580.09,-4.954m,"1,173.696m",
3710,17+580.05,-4.339m,"1,173.636m",
,,,,
Out of Range: The Point is not adjacent to alignment.,,,,
